outcome,short_label,channel_slug,post_pre_rmspe_ratio,donor_placebo_count,ratio_p_value,abs_gap_p_value
retail,Retail volume,consumption,1.0308454423577078,22,0.4090909090909091,0.5909090909090909
services,Services volume,consumption,0.961346288341882,22,0.8636363636363636,1
formal_hiring,Formal hiring,labor_market,1.60688557193014,22,0.045454545454545456,1
construction,Construction,labor_market,0.6747769809624998,22,0.9545454545454546,1
icms_siconfi,ICMS,public_sector,3.1223602093727,22,0,0.4090909090909091
tax_siconfi,Tax revenue,public_sector,1.2960411984832119,22,0.2727272727272727,0.8636363636363636
investment_siconfi,Public investment,public_sector,1.4223664994059741,22,0.3181818181818182,0.6363636363636364
totalexp_siconfi,Total expenditure,public_sector,0.368591431088832,22,1,1
